Number,Name,Theme - Subtheme,Year,Pieces,Minifigs
41509-1,Slumbo,Mixels - Series 2,2014,61,
41510-1,Lunk,Mixels - Series 2,2014,51,
41511-1,Flurr,Mixels - Series 2,2014,46,
41512-1,Chomly,Mixels - Series 2,2014,68,
41513-1,Gobba,Mixels - Series 2,2014,57,
41514-1,Jawg,Mixels - Series 2,2014,61,
41515-1,Kraw,Mixels - Series 2,2014,70,
41516-1,Tentro,Mixels - Series 2,2014,69,
41517-1,Balk,Mixels - Series 2,2014,68,
41518-1,Glomp,Mixels - Series 3,2014,64,
41519-1,Glurt,Mixels - Series 3,2014,62,
41520-1,Torts,Mixels - Series 3,2014,48,
41521-1,Footi,Mixels - Series 3,2014,72,
41522-1,Scorpi,Mixels - Series 3,2014,70,
41523-1,Hoogi,Mixels - Series 3,2014,69,
41524-1,Mesmo,Mixels - Series 3,2014,64,
41525-1,Magnifo,Mixels - Series 3,2014,61,
41526-1,Wizwuz,Mixels - Series 3,2014,70,
42020-1,Twin-rotor Helicopter,Technic,2014,145,
42021-1,Snowmobile,Technic,2014,186,
42022-1,Hot Rod,Technic,2014,414,
42023-1,Construction Crew,Technic,2014,833,
42024-1,Container Truck,Technic,2014,948,
42025-1,Cargo Plane,Technic,2014,1297,
42026-1,Black Champion Racer,Technic,2014,137,
42027-1,Desert Racer,Technic,2014,148,
42028-1,Bulldozer,Technic,2014,617,
42029-1,Customised Pick-Up Truck,Technic,2014,1063,
42030-1,Volvo L350F Wheel Loader,Technic,2014,1636,
44015-1,EVO Walker,HERO Factory,2014,51,4
44016-1,JAW Beast vs. STORMER,HERO Factory,2014,49,1
44017-1,STORMER Freeze Machine,HERO Factory,2014,88,3
44018-1,FURNO Jet Machine,HERO Factory,2014,79,2
44019-1,ROCKA Stealth Machine,HERO Factory,2014,89,2
44020-1,FLYER Beast vs. BREEZ,HERO Factory,2014,91,1
44021-1,SPLITTER Beast vs. FURNO & EVO,HERO Factory,2014,108,2
44022-1,EVO XL Machine,HERO Factory,2014,193,3
44023-1,ROCKA Crawler,HERO Factory,2014,49,2
44024-1,TUNNELER Beast vs. SURGE,HERO Factory,2014,59,1
44025-1,BULK Drill Machine,HERO Factory,2014,113,2
44026-1,CRYSTAL Beast vs. BULK,HERO Factory,2014,83,1
44027-1,BREEZ Flea Machine,HERO Factory,2014,102,2
44028-1,SURGE & ROCKA Combat Machine,HERO Factory,2014,188,4
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",HERO Factory,2014,218,4
45004-1,Cafe+,Education - Duplo,2014,131,
45005-1,Story Tales,Education - Duplo,2014,109,6
45006-1,Multi Vehicles,Education - Duplo,2014,32,4
45007-1,Large Farm,Education - Duplo,2014,154,4
45120-1,LearnToLearn Core set,Education,2014,2018,
45570-1,Space Challenge Set,Education - Mindstorms,2014,1417,
45800-1,FIRST LEGO League (FLL) Challenge 2014 - World Class,Education - FIRST LEGO League,2014,2090,2
60032-1,Arctic Snowmobile,City - Arctic,2014,44,1
60033-1,Arctic Ice Crawler,City - Arctic,2014,113,1
60034-1,Arctic Helicrane,City - Arctic,2014,262,2
60035-1,Arctic Outpost,City - Arctic,2014,374,3
60036-1,Arctic Base Camp,City - Arctic,2014,733,7
60041-1,Crook Pursuit,City - Police,2014,38,2
60042-1,High Speed Police Chase,City - Police,2014,110,3
60043-1,Prisoner Transporter,City - Police,2014,196,3
60044-1,Mobile Police Unit,City - Police,2014,375,3
60045-1,Police Patrol,City - Police,2014,408,3
60046-1,Helicopter Surveillance,City - Police,2014,528,5
60047-1,Police Station,City - Police,2014,854,7
60048-1,Police Dog Unit,City - Police,2014,249,3
60049-1,Helicopter Transporter,City - Police,2014,382,4
60050-1,Train Station,City - Trains,2014,423,5
60051-1,High-speed Passenger Train,City - Trains,2014,610,3
60052-1,Cargo Train,City - Trains,2014,888,4
60053-1,Race Car,City - Great Vehicles,2014,100,1
60054-1,Light Repair Truck,City - Great Vehicles,2014,95,1
60055-1,Monster Truck,City - Great Vehicles,2014,78,1
60056-1,Tow Truck,City - Great Vehicles,2014,227,1
60057-1,Camper Van,City - Great Vehicles,2014,195,2
60058-1,SUV with Watercraft,City - Great Vehicles,2014,219,2
60059-1,Logging Truck,City - Great Vehicles,2014,228,2
60060-1,Auto Transporter,City - Great Vehicles,2014,350,2
60061-1,Airport Fire Truck,City - Airport,2014,326,2
60062-1,Arctic Icebreaker,City - Arctic,2014,717,7
60063-1,City Advent Calendar,City - Seasonal,2014,218,7
60064-1,Arctic Supply Plane,City - Arctic,2014,374,3
66263-1,Value pack: transport,City - Product Collection,2014,,
66476-1,City Value Pack,City - Product Collection,2014,308,
66478-1,Friends Value Pack,Friends - Product Collection,2014,423,
66479-1,Value Pack,Star Wars - Product Collection,2014,1087,
66491-1,Super Pack 5 in 1,Legends of Chima - Product Collection,2014,999,
66492-1,City Police Value Pack,City - Product Collection,2014,676,
66493-1,City Train Value Pack,City - Product Collection,2014,1343,
66495-1,Star Wars Value Pack,Star Wars - Product Collection,2014,840,
66496-1,TRU Friends Copack,Friends - Product Collection,2014,,
66512-1,Rebels Co-Pack,Star Wars - Product Collection,2014,1163,
66514-1,Microfighter Super Pack 3 in 1,Star Wars - Product Collection,2014,285,
66515-1,Microfighter Super Pack 3 in 1,Star Wars - Product Collection,2014,286,
70123-1,Lion Legend Beast,Legends of Chima - Legend Beasts,2014,120,1
70124-1,Eagle Legend Beast,Legends of Chima - Legend Beasts,2014,104,1
70125-1,Gorilla Legend Beast,Legends of Chima - Legend Beasts,2014,106,1
70126-1,Crocodile Legend Beast,Legends of Chima - Legend Beasts,2014,121,1
70127-1,Wolf Legend Beast,Legends of Chima - Legend Beasts,2014,110,1
70128-1,Braptor's Wing Striker,Legends of Chima - Outlands,2014,146,2
70129-1,Lavertus' Twin Blade,Legends of Chima - Outlands,2014,183,2
70130-1,Sparratus' Spider Stalker,Legends of Chima - Outlands,2014,292,2
70131-1,Rogon's Rock Flinger,Legends of Chima - Outlands,2014,257,3
70132-1,Scorm's Scorpion Stinger,Legends of Chima - Outlands,2014,434,3
70133-1,Spinlyn's Cavern,Legends of Chima - Outlands,2014,407,3
70134-1,Lavertus' Outland Base,Legends of Chima - Outlands,2014,684,4
70135-1,Cragger's Fire Striker,Legends of Chima - Fire vs. Ice,2014,380,3
70136-1,Banana Bash,Legends of Chima - Speedorz,2014,120,1
70137-1,Bat Strike,Legends of Chima - Speedorz,2014,97,1
70138-1,Web Dash,Legends of Chima - Speedorz,2014,78,1
70139-1,Sky Launch,Legends of Chima - Speedorz,2014,111,1
70140-1,Stinger Duel,Legends of Chima - Speedorz,2014,85,2
70141-1,Vardy's Ice Vulture Glider,Legends of Chima - Fire vs. Ice,2014,217,2
70142-1,Eris' Fire Eagle Flyer,Legends of Chima - Fire vs. Ice,2014,330,3
70143-1,Sir Fangar's Sabre-Tooth Walker,Legends of Chima - Fire vs. Ice,2014,415,3
70144-1,Laval's Fire Lion,Legends of Chima - Fire vs. Ice,2014,450,3
70145-1,Maula's Ice Mammoth Stomper,Legends of Chima - Fire vs. Ice,2014,604,6
70146-1,Flying Phoenix Fire Temple,Legends of Chima - Fire vs. Ice,2014,1301,7
70147-1,Sir Fangar's Ice Fortress,Legends of Chima - Fire vs. Ice,2014,670,5
70149-1,Scorching Blades,Legends of Chima - Speedorz,2014,77,1
70150-1,Flaming Claws,Legends of Chima - Speedorz,2014,74,1
70151-1,Frozen Spikes,Legends of Chima - Speedorz,2014,77,1
70152-1,Lava Breakout,Legends of Chima - Speedorz,2014,59,
70153-1,Fang Trap,Legends of Chima - Speedorz,2014,79,
70154-1,Frozen Fortress,Legends of Chima - Speedorz,2014,58,
70155-1,Inferno Pit,Legends of Chima - Speedorz,2014,74,1
70156-1,Fire vs. Ice,Legends of Chima - Speedorz,2014,102,2
70160-1,Riverside Raid,Ultra Agents,2014,88,2
70161-1,Tremor Track Infiltration,Ultra Agents,2014,241,2
70162-1,Infearno Interception,Ultra Agents,2014,313,2
70163-1,Toxikita's Toxic Meltdown,Ultra Agents,2014,429,4
70164-1,Hurricane Heist,Ultra Agents,2014,589,4
70165-1,Ultra Agents Mission HQ,Ultra Agents,2014,1060,5
70206-1,CHI Laval,Legends of Chima - Constraction,2014,49,
70207-1,CHI Cragger,Legends of Chima - Constraction,2014,58,
70208-1,CHI Panthar,Legends of Chima - Constraction,2014,59,
70209-1,CHI Mungus,Legends of Chima - Constraction,2014,64,
70210-1,CHI Vardy,Legends of Chima - Constraction,2014,68,
70211-1,CHI Fluminox,Legends of Chima - Constraction,2014,91,
70212-1,CHI Sir Fangar,Legends of Chima - Constraction,2014,97,
70720-1,Hover Hunter,Ninjago - Rebooted,2014,79,2
70721-1,Kai Fighter,Ninjago - Rebooted,2014,196,2
70722-1,OverBorg Attack,Ninjago - Rebooted,2014,207,2
70723-1,Thunder Raider,Ninjago - Rebooted,2014,334,3
70724-1,NinjaCopter,Ninjago - Rebooted,2014,516,4
70725-1,Nindroid MechDragon,Ninjago - Rebooted,2014,691,5
70726-1,Destructoid,Ninjago - Rebooted,2014,253,3
70727-1,X-1 Ninja Charger,Ninjago - Rebooted,2014,426,3
70728-1,Battle for Ninjago City,Ninjago - Rebooted,2014,1223,8
70800-1,Getaway Glider,The LEGO Movie,2014,104,3
70801-1,Melting Room,The LEGO Movie,2014,122,3
70802-1,Bad Cop's Pursuit,The LEGO Movie,2014,314,2
70803-1,Cloud Cuckoo Palace,The LEGO Movie,2014,197,4
70804-1,Ice Cream Machine,The LEGO Movie - 2 in 1,2014,344,3
70805-1,Trash Chomper,The LEGO Movie - 2 in 1,2014,389,3
70806-1,Castle Cavalry,The LEGO Movie - 2 in 1,2014,424,3
70807-1,MetalBeard's Duel,The LEGO Movie,2014,412,3
70808-1,Super Cycle Chase,The LEGO Movie,2014,514,5
70809-1,Lord Business' Evil Lair,The LEGO Movie,2014,738,7
70810-1,MetalBeard's Sea Cow,The LEGO Movie,2014,2741,5
70811-1,The Flying Flusher,The LEGO Movie - 2 in 1,2014,351,3
70812-1,Creative Ambush,The LEGO Movie,2014,473,4
70813-1,Rescue Reinforcements,The LEGO Movie,2014,859,5
70814-1,Emmet's Construct-o-Mech,The LEGO Movie,2014,708,4
70815-1,Super Secret Police Dropship,The LEGO Movie,2014,854,8
70816-1,"Benny's Spaceship, Spaceship, SPACESHIP!",The LEGO Movie,2014,940,7
71004-0,LEGO Minifigures - The LEGO Movie Series {Random bag},Collectable Minifigures - The LEGO Movie,2014,,
71004-1,Calamity Drone,Collectable Minifigures - The LEGO Movie,2014,7,1
71004-2,President Business,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-3,Hard Hat Emmet,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-4,Wild West Wyldstyle,Collectable Minifigures - The LEGO Movie,2014,6,1
71004-5,Abraham Lincoln,Collectable Minifigures - The LEGO Movie,2014,6,1
71004-6,Mrs. Scratchen-Post,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-7,Scribble-Face Bad Cop,Collectable Minifigures - The LEGO Movie,2014,6,1
71004-8,William Shakespeare,Collectable Minifigures - The LEGO Movie,2014,7,1
71004-9,Gail the Construction Worker,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-10,Larry the Barista,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-11,Velma Staplebot,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-12,Taco Tuesday Guy,Collectable Minifigures - The LEGO Movie,2014,9,1
71004-13,Where are my Pants? Guy,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-14,Wiley Fusebot,Collectable Minifigures - The LEGO Movie,2014,7,1
71004-15,Panda Guy,Collectable Minifigures - The LEGO Movie,2014,5,1
71004-16,Marsha Queen of the Mermaids,Collectable Minifigures - The LEGO Movie,2014,6,1
71004-17,LEGO Minifigures - The LEGO Movie Series - Complete,Collectable Minifigures - The LEGO Movie,2014,94,16
71004-18,LEGO Minifigures - The LEGO Movie Series - Sealed Box,Collectable Minifigures - The LEGO Movie,2014,,
71005-0,LEGO Minifigures - The Simpsons Series {Random bag},Collectable Minifigures - The Simpsons,2014,,
71005-1,Homer Simpson,Collectable Minifigures - The Simpsons,2014,6,1
71005-2,Bart Simpson,Collectable Minifigures - The Simpsons,2014,7,1
71005-3,Marge Simpson,Collectable Minifigures - The Simpsons,2014,8,1
71005-4,Lisa Simpson,Collectable Minifigures - The Simpsons,2014,6,1
71005-5,Maggie Simpson,Collectable Minifigures - The Simpsons,2014,4,1
71005-6,Grampa Simpson,Collectable Minifigures - The Simpsons,2014,5,1
71005-7,Ned Flanders,Collectable Minifigures - The Simpsons,2014,6,1
71005-8,Krusty the Clown,Collectable Minifigures - The Simpsons,2014,5,1
71005-9,Milhouse Van Houten,Collectable Minifigures - The Simpsons,2014,5,1
71005-10,Ralph Wiggum,Collectable Minifigures - The Simpsons,2014,5,1
71005-11,Apu Nahasapeemapetilon,Collectable Minifigures - The Simpsons,2014,5,1
71005-12,Nelson Muntz,Collectable Minifigures - The Simpsons,2014,5,1
71005-13,Itchy,Collectable Minifigures - The Simpsons,2014,5,1
71005-14,Scratchy,Collectable Minifigures - The Simpsons,2014,6,1
71005-15,Chief Wiggum,Collectable Minifigures - The Simpsons,2014,6,1
71005-16,Mr. Burns,Collectable Minifigures - The Simpsons,2014,6,1
71005-17,LEGO Minifigures - The Simpsons Series - Complete,Collectable Minifigures - The Simpsons,2014,90,16
71005-18,LEGO Minifigures - The Simpsons Series - Sealed Box,Collectable Minifigures - The Simpsons,2014,,
71006-1,The Simpsons House,The Simpsons,2014,2523,6
71007-0,LEGO Minifigures Series 12 {Random bag},Collectable Minifigures - Series 12,2014,,
71007-1,Wizard,Collectable Minifigures - Series 12,2014,10,1
71007-2,Hun Warrior,Collectable Minifigures - Series 12,2014,9,1
71007-3,Fairytale Princess,Collectable Minifigures - Series 12,2014,6,1
71007-4,Video Game Guy,Collectable Minifigures - Series 12,2014,6,1
71007-5,Battle Goddess,Collectable Minifigures - Series 12,2014,9,1
71007-6,Space Miner,Collectable Minifigures - Series 12,2014,9,1
71007-7,Lifeguard,Collectable Minifigures - Series 12,2014,7,1
71007-8,Prospector,Collectable Minifigures - Series 12,2014,7,1
71007-9,Jester,Collectable Minifigures - Series 12,2014,7,1
71007-10,Dino Tracker,Collectable Minifigures - Series 12,2014,7,1
71007-11,Pizza Delivery Man,Collectable Minifigures - Series 12,2014,7,1
71007-12,Rock Star,Collectable Minifigures - Series 12,2014,6,1
71007-13,Swashbuckler,Collectable Minifigures - Series 12,2014,7,1
71007-14,Piggy Guy,Collectable Minifigures - Series 12,2014,6,1
71007-15,Genie Girl,Collectable Minifigures - Series 12,2014,6,1
71007-16,Spooky Girl,Collectable Minifigures - Series 12,2014,7,1
71007-17,LEGO Minifigures Series 12 - Complete,Collectable Minifigures - Series 12,2014,116,16
71007-18,LEGO Minifigures Series 12 - Sealed Box,Collectable Minifigures - Series 12,2014,,
75028-1,Clone Turbo Tank Microfighter,Star Wars - Microfighters,2014,96,1
75029-1,AAT Microfighter,Star Wars - Microfighters,2014,95,1
75030-1,Millennium Falcon Microfighter,Star Wars - Microfighters,2014,94,1
75031-1,TIE Interceptor Microfighter,Star Wars - Microfighters,2014,92,1
75032-1,X-wing Fighter Microfighter,Star Wars - Microfighters,2014,97,1
75033-1,Star Destroyer Microfighter,Star Wars - Microfighters,2014,97,1
75034-1,Death Star Troopers,Star Wars - Episode IV,2014,102,4
75035-1,Kashyyyk Troopers,Star Wars - Episode III,2014,99,4
75036-1,Utapau Troopers,Star Wars - Episode III,2014,83,4
75037-1,Battle on Saleucami,Star Wars - Episode III,2014,183,5
75038-1,Jedi Interceptor,Star Wars - Episode III,2014,223,2
75039-1,V-Wing Starfighter,Star Wars - Episode III,2014,201,2
75040-1,General Grievous' Wheel Bike,Star Wars - Episode III,2014,261,2
75041-1,Vulture Droid,Star Wars - Episode III,2014,205,3
75042-1,Droid Gunship,Star Wars - Episode III,2014,439,4
75043-1,AT-AP,Star Wars - Episode III,2014,717,5
75044-1,Droid Tri-Fighter,Star Wars - Episode III,2014,262,4
75045-1,Republic AV-7 Anti-Vehicle Cannon,Star Wars - The Clone Wars,2014,434,4
75046-1,Coruscant Police Gunship,Star Wars - The Clone Wars,2014,481,4
75048-1,The Phantom,Star Wars - Rebels,2014,234,2
75049-1,Snowspeeder,Star Wars - Episode V,2014,278,3
75050-1,B-Wing,Star Wars - Episode VI,2014,448,3
75051-1,Jedi Scout Fighter,Star Wars - Original Content,2014,490,4
75052-1,Mos Eisley Cantina,Star Wars - Episode IV,2014,615,8
75053-1,The Ghost,Star Wars - Rebels,2014,929,4
75054-1,AT-AT,Star Wars - Episode V,2014,1137,5
75055-1,Imperial Star Destroyer,Star Wars - Episode IV,2014,1359,7
75056-1,Star Wars Advent Calendar,Star Wars - Seasonal,2014,274,9
75058-1,MTT,Star Wars - Episode I,2014,954,12
75059-1,Sandcrawler,Star Wars - Ultimate Collector Series,2014,3296,14
76010-1,Batman: The Penguin Face off,DC Comics Super Heroes - Batman,2014,136,2
76011-1,Batman: Man-Bat Attack,DC Comics Super Heroes - Batman,2014,184,3
76012-1,Batman: The Riddler Chase,DC Comics Super Heroes - Batman,2014,304,3
76013-1,Batman: The Joker Steam Roller,DC Comics Super Heroes - Batman,2014,486,5
76014-1,Spider-Trike vs. Electro,Marvel Super Heroes - Ultimate Spider-Man,2014,70,2
76015-1,Doc Ock Truck Heist,Marvel Super Heroes - Ultimate Spider-Man,2014,237,3
76016-1,Spider-Helicopter Rescue,Marvel Super Heroes - Ultimate Spider-Man,2014,299,4
76017-1,Avengers: Captain America vs. Hydra,Marvel Super Heroes - Avengers Assemble,2014,172,3
76018-1,Avengers: Hulk Lab Smash,Marvel Super Heroes - Avengers Assemble,2014,398,5
76019-1,Starblaster Showdown,Marvel Super Heroes - Guardians of the Galaxy,2014,196,3
76020-1,Knowhere Escape Mission,Marvel Super Heroes - Guardians of the Galaxy,2014,433,3
76021-1,The Milano Spaceship Rescue,Marvel Super Heroes - Guardians of the Galaxy,2014,665,5
76022-1,X-Men vs. The Sentinel,Marvel Super Heroes - Comics,2014,336,4
76023-1,The Tumbler,DC Comics Super Heroes - The Dark Knight Trilogy,2014,1869,2
79015-1,Witch-King Battle,The Hobbit - The Battle of the Five Armies,2014,101,3
79016-1,Attack on Lake-town,The Hobbit - The Battle of the Five Armies,2014,313,5
79017-1,The Battle of Five Armies,The Hobbit - The Battle of the Five Armies,2014,472,7
79018-1,The Lonely Mountain,The Hobbit - The Battle of the Five Armies,2014,866,5
79115-1,Turtle Van Takedown,Teenage Mutant Ninja Turtles - Movie,2014,368,4
79116-1,Big Rig Snow Getaway,Teenage Mutant Ninja Turtles - Movie,2014,741,6
79117-1,Turtle Lair Invasion,Teenage Mutant Ninja Turtles - Movie,2014,888,6
79118-1,Karai Bike Escape,Teenage Mutant Ninja Turtles - TV Series,2014,88,2
79119-1,Mutation Chamber Unleashed,Teenage Mutant Ninja Turtles - TV Series,2014,196,3
79120-1,T-Rawket Sky Strike,Teenage Mutant Ninja Turtles - TV Series,2014,286,4
79121-1,Turtle Sub Undersea Chase,Teenage Mutant Ninja Turtles - TV Series,2014,684,5
79122-1,Shredder's Lair Rescue,Teenage Mutant Ninja Turtles - TV Series,2014,478,5
391114-1,Grumlo minifig,Legends of Chima - Magazine gift,2014,11,
391214-1,Speedorz Ramp,Legends of Chima - Magazine gift,2014,,
391403-1,"Cannon, Chi and Axe",Legends of Chima - Magazine gift,2014,20,
391404-1,Worriz,Legends of Chima - Magazine gift,2014,,
391405-1,Crocodile Hideout,Legends of Chima - Magazine gift,2014,,
391406-1,Crug minifigure with armour and sword,Legends of Chima - Magazine gift,2014,,
391407-1,Fire spinner and ramp,Legends of Chima - Magazine gift,2014,,
391408-1,Vornon,Legends of Chima - Magazine gift,2014,,
391409-1,Ice Prison,Legends of Chima - Magazine gift,2014,,
391410-1,Sykor,Legends of Chima - Magazine gift,2014,,
391411-1,Shooter,Legends of Chima - Magazine gift,2014,,
391412-1,Worriz,Legends of Chima - Magazine gift,2014,,
471408-1,Lennox with Lion Cannon,Legends of Chima - Magazine gift,2014,,
561407-1,Dog Grooming,Friends - Magazine gift,2014,,
561408-1,Beach Scene,Friends - Magazine gift,2014,,
561409-1,Kitchen with oven,Friends - Magazine gift,2014,28,
561410-1,Halloween Shop,Friends - Magazine gift,2014,,
561411-1,Cat and scenery,Friends - Magazine gift,2014,24,
561412-1,Christmas Tree,Friends - Magazine gift,2014,35,
850595-1,Friends Notebook,Gear - Stationery,2014,,
850884-1,Castle King Key Chain,Gear - Key Chains/Castle,2014,,
850886-1,Castle Dragon Wizard Key Chain,Gear - Key Chains/Castle,2014,,
850888-1,Castle Knights Accessory Set,Castle,2014,32,4
850889-1,Castle Dragons Accessory Set,Castle,2014,42,4
850894-1,Emmet Key Chain,Gear - Key Chains/The LEGO Movie,2014,,
850895-1,Wyldstyle Key Chain,Gear - Key Chains/The LEGO Movie,2014,,
850896-1,Bad Cop Key Chain,Gear - Key Chains/The LEGO Movie,2014,,
850898-1,THE LEGO Movie Stationery Set,Gear - Stationery,2014,,
850899-1,Legends of Chima Playmat,Gear - Playmats,2014,,
